image_filename,linear_velocity,angular_velocity
kanan/image_000000.png,0.0,0.0
kanan/image_000001.png,0.0,0.0
kanan/image_000002.png,0.0,0.0
kanan/image_000003.png,0.0,0.0
kanan/image_000004.png,0.0,0.0
kanan/image_000005.png,0.0,0.0
kanan/image_000006.png,0.0,0.0
kanan/image_000007.png,0.0,0.0
kanan/image_000008.png,0.0,0.0
kanan/image_000009.png,0.0,0.0
kanan/image_000010.png,0.0,0.0
kanan/image_000011.png,0.0,0.0
kanan/image_000012.png,0.0,0.0
kanan/image_000013.png,0.0,0.0
kanan/image_000014.png,0.0,0.0
kanan/image_000015.png,0.0,0.0
kanan/image_000016.png,0.0,0.0
kanan/image_000017.png,0.0,0.0
kanan/image_000018.png,0.0,0.0
kanan/image_000019.png,0.0,0.0
kanan/image_000020.png,0.0,0.0
kanan/image_000021.png,0.0,0.0
kanan/image_000022.png,0.0,0.0
kanan/image_000023.png,0.0,0.0
kanan/image_000024.png,0.0,0.0
kanan/image_000025.png,0.0,0.0
kanan/image_000026.png,0.0,0.0
kanan/image_000027.png,0.0,0.0
kanan/image_000028.png,0.0,0.0
kanan/image_000029.png,0.0,0.0
kanan/image_000030.png,0.0,0.0
kanan/image_000031.png,0.0,0.0
kanan/image_000032.png,0.0,0.0
kanan/image_000033.png,0.0,0.0
kanan/image_000034.png,0.0,0.0
kanan/image_000035.png,0.0,0.0
kanan/image_000036.png,0.0,0.0
kanan/image_000037.png,0.0,0.0
kanan/image_000038.png,0.0,0.0
kanan/image_000039.png,0.0,0.0
kanan/image_000040.png,0.0,0.0
kanan/image_000041.png,0.0,0.0
kanan/image_000042.png,0.0,0.0
kanan/image_000043.png,0.0,0.0
kanan/image_000044.png,0.0,0.0
kanan/image_000045.png,0.0,0.0
kanan/image_000046.png,0.0,0.0
kanan/image_000047.png,0.0,0.0
kanan/image_000048.png,0.0,0.0
kanan/image_000049.png,0.0,0.0
kanan/image_000050.png,0.0,0.0
kanan/image_000051.png,0.0,0.0
kanan/image_000052.png,0.0,0.0
kanan/image_000053.png,0.0,0.0
kanan/image_000054.png,0.0,0.0
kanan/image_000055.png,0.0,0.0
kanan/image_000056.png,0.0,0.0
kanan/image_000057.png,0.0,0.0
kanan/image_000058.png,0.0,0.0
kanan/image_000059.png,0.0,0.0
kanan/image_000060.png,0.8857805000000005,0.0
kanan/image_000061.png,0.8857805000000005,0.0
kanan/image_000062.png,0.8857805000000005,0.0
kanan/image_000063.png,0.8857805000000005,0.0
kanan/image_000064.png,0.8857805000000005,0.0
kanan/image_000065.png,0.8857805000000005,0.0
kanan/image_000066.png,0.8857805000000005,0.0
kanan/image_000067.png,0.8857805000000005,0.0
kanan/image_000068.png,0.8857805000000005,0.0
kanan/image_000069.png,0.8857805000000005,0.0
kanan/image_000070.png,0.8857805000000005,0.0
kanan/image_000071.png,0.8857805000000005,0.0
kanan/image_000072.png,0.8857805000000005,0.0
kanan/image_000073.png,0.8857805000000005,0.0
kanan/image_000074.png,0.8857805000000005,0.0
kanan/image_000075.png,0.8857805000000005,0.0
kanan/image_000076.png,0.8857805000000005,0.0
kanan/image_000077.png,0.8857805000000005,0.0
kanan/image_000078.png,0.8857805000000005,0.0
kanan/image_000079.png,0.8857805000000005,0.0
kanan/image_000080.png,0.8857805000000005,0.0
kanan/image_000081.png,0.8857805000000005,0.0
kanan/image_000082.png,0.8857805000000005,0.0
kanan/image_000083.png,0.8857805000000005,0.0
kanan/image_000084.png,0.8857805000000005,0.0
kanan/image_000085.png,0.8857805000000005,0.0
kanan/image_000086.png,0.8857805000000005,0.0
kanan/image_000087.png,0.8857805000000005,0.0
kanan/image_000088.png,0.8857805000000005,0.0
kanan/image_000089.png,0.8857805000000005,0.0
kanan/image_000090.png,0.8857805000000005,0.0
kanan/image_000091.png,0.8857805000000005,0.0
kanan/image_000092.png,0.8857805000000005,0.0
kanan/image_000093.png,0.8857805000000005,0.0
kanan/image_000094.png,0.8857805000000005,0.0
kanan/image_000095.png,0.8857805000000005,0.0
kanan/image_000096.png,0.8857805000000005,0.0
kanan/image_000097.png,0.8857805000000005,0.0
kanan/image_000098.png,0.8857805000000005,0.0
kanan/image_000099.png,0.8857805000000005,0.0
kanan/image_000100.png,0.8857805000000005,0.0
kanan/image_000101.png,0.8857805000000005,0.0
kanan/image_000102.png,0.8857805000000005,0.0
kanan/image_000103.png,0.8857805000000005,0.0
kanan/image_000104.png,0.8857805000000005,0.0
kanan/image_000105.png,0.8857805000000005,0.0
kanan/image_000106.png,0.8857805000000005,0.0
kanan/image_000107.png,0.8857805000000005,0.0
kanan/image_000108.png,0.8857805000000005,0.0
kanan/image_000109.png,0.8857805000000005,0.0
kanan/image_000110.png,0.8857805000000005,0.0
kanan/image_000111.png,0.8857805000000005,0.0
kanan/image_000112.png,0.8857805000000005,0.0
kanan/image_000113.png,0.8857805000000005,0.0
kanan/image_000114.png,0.8857805000000005,0.0
kanan/image_000115.png,0.8857805000000005,0.0
kanan/image_000116.png,0.8857805000000005,0.0
kanan/image_000117.png,0.8857805000000005,0.0
kanan/image_000118.png,0.8857805000000005,0.0
kanan/image_000119.png,0.8857805000000005,0.0
kanan/image_000120.png,0.8857805000000005,0.0
kanan/image_000121.png,0.8857805000000005,0.0
kanan/image_000122.png,0.8857805000000005,0.0
kanan/image_000123.png,0.8857805000000005,0.0
kanan/image_000124.png,0.8857805000000005,0.0
kanan/image_000125.png,0.8857805000000005,0.0
kanan/image_000126.png,0.8857805000000005,0.0
kanan/image_000127.png,0.8857805000000005,0.0
kanan/image_000128.png,0.8857805000000005,0.0
kanan/image_000129.png,0.8857805000000005,0.0
kanan/image_000130.png,0.8857805000000005,0.0
kanan/image_000131.png,0.8857805000000005,0.0
kanan/image_000132.png,0.8857805000000005,0.0
kanan/image_000133.png,0.8857805000000005,0.0
kanan/image_000134.png,0.8857805000000005,0.0
kanan/image_000135.png,0.8857805000000005,0.0
kanan/image_000136.png,0.8857805000000005,0.0
kanan/image_000137.png,0.8857805000000005,0.0
kanan/image_000138.png,0.8857805000000005,0.0
kanan/image_000139.png,0.8857805000000005,0.0
kanan/image_000140.png,0.8857805000000005,0.0
kanan/image_000141.png,0.8857805000000005,0.0
kanan/image_000142.png,0.8857805000000005,0.0
kanan/image_000143.png,0.8857805000000005,0.0
kanan/image_000144.png,0.8857805000000005,0.0
kanan/image_000145.png,0.8857805000000005,0.0
kanan/image_000146.png,0.8857805000000005,0.0
kanan/image_000147.png,0.8857805000000005,0.0
kanan/image_000148.png,0.8857805000000005,0.0
kanan/image_000149.png,0.8857805000000005,0.0
kanan/image_000150.png,0.8857805000000005,0.0
kanan/image_000151.png,0.8857805000000005,0.0
kanan/image_000152.png,0.8857805000000005,0.0
kanan/image_000153.png,0.8857805000000005,0.0
kanan/image_000154.png,0.8857805000000005,0.0
kanan/image_000155.png,0.8857805000000005,0.0
kanan/image_000156.png,0.8857805000000005,0.0
kanan/image_000157.png,0.8857805000000005,0.0
kanan/image_000158.png,0.8857805000000005,0.0
kanan/image_000159.png,0.8857805000000005,0.0
kanan/image_000160.png,0.8857805000000005,0.0
kanan/image_000161.png,0.8857805000000005,0.0
kanan/image_000162.png,0.8857805000000005,0.0
kanan/image_000163.png,0.8857805000000005,0.0
kanan/image_000164.png,0.8857805000000005,0.0
kanan/image_000165.png,0.8857805000000005,0.0
kanan/image_000166.png,0.8857805000000005,0.0
kanan/image_000167.png,0.8857805000000005,0.0
kanan/image_000168.png,0.8857805000000005,0.0
kanan/image_000169.png,0.8857805000000005,0.0
kanan/image_000170.png,0.8857805000000005,0.0
kanan/image_000171.png,0.8857805000000005,0.0
kanan/image_000172.png,0.8857805000000005,0.0
kanan/image_000173.png,0.8857805000000005,0.0
kanan/image_000174.png,0.8857805000000005,0.0
kanan/image_000175.png,0.8857805000000005,0.0
kanan/image_000176.png,0.8857805000000005,0.0
kanan/image_000177.png,0.8857805000000005,0.0
kanan/image_000178.png,0.8857805000000005,0.0
kanan/image_000179.png,0.8857805000000005,0.0
kanan/image_000180.png,0.8857805000000005,0.0
kanan/image_000181.png,0.8857805000000005,0.0
kanan/image_000182.png,0.8857805000000005,0.0
kanan/image_000183.png,0.8857805000000005,0.0
kanan/image_000184.png,0.8857805000000005,0.0
kanan/image_000185.png,0.8857805000000005,0.0
kanan/image_000186.png,0.8857805000000005,0.0
kanan/image_000187.png,0.8857805000000005,0.0
kanan/image_000188.png,0.8857805000000005,0.0
kanan/image_000189.png,0.8857805000000005,0.0
kanan/image_000190.png,0.8857805000000005,0.0
kanan/image_000191.png,0.8857805000000005,0.0
kanan/image_000192.png,0.8857805000000005,0.0
kanan/image_000193.png,0.8857805000000005,0.0
kanan/image_000194.png,0.8857805000000005,0.0
kanan/image_000195.png,0.8857805000000005,0.0
kanan/image_000196.png,0.8857805000000005,0.0
kanan/image_000197.png,0.8857805000000005,0.0
kanan/image_000198.png,0.8857805000000005,0.0
kanan/image_000199.png,0.8857805000000005,0.0
kanan/image_000200.png,0.8857805000000005,0.0
kanan/image_000201.png,0.8857805000000005,0.0
kanan/image_000202.png,0.8857805000000005,0.0
kanan/image_000203.png,0.8857805000000005,0.0
kanan/image_000204.png,0.8857805000000005,0.0
kanan/image_000205.png,0.8857805000000005,0.0
kanan/image_000206.png,0.8857805000000005,-0.1853020188851842
kanan/image_000207.png,0.8857805000000005,-0.1853020188851842
kanan/image_000208.png,0.8857805000000005,-0.1853020188851842
kanan/image_000209.png,0.8857805000000005,-0.1853020188851842
kanan/image_000210.png,0.8857805000000005,-0.1853020188851842
kanan/image_000211.png,0.8857805000000005,-0.1853020188851842
kanan/image_000212.png,0.8857805000000005,-0.1853020188851842
kanan/image_000213.png,0.8857805000000005,-0.1853020188851842
kanan/image_000214.png,0.8857805000000005,-0.1853020188851842
kanan/image_000215.png,0.8857805000000005,-0.1853020188851842
kanan/image_000216.png,0.8857805000000005,-0.1853020188851842
kanan/image_000217.png,0.8857805000000005,-0.1853020188851842
kanan/image_000218.png,0.8857805000000005,-0.1853020188851842
kanan/image_000219.png,0.8857805000000005,-0.1853020188851842
kanan/image_000220.png,0.8857805000000005,-0.1853020188851842
kanan/image_000221.png,0.8857805000000005,-0.1853020188851842
kanan/image_000222.png,0.8857805000000005,-0.1853020188851842
kanan/image_000223.png,0.8857805000000005,-0.1853020188851842
kanan/image_000224.png,0.8857805000000005,-0.1853020188851842
kanan/image_000225.png,0.8857805000000005,-0.1853020188851842
kanan/image_000226.png,0.8857805000000005,-0.1853020188851842
